subject,trial,item,dimension,puzzle,choice,accuracy,rt
4149258,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T1_paired_difference.jpeg,1,14.44
4149258,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T1_paired_difference.jpeg,1,13.2
4149258,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_minimal_difference.jpeg,1,9.655
4149258,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T1_paired_difference.jpeg,1,13.251
4149258,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T1_minimal_difference.jpeg,1,14.447
4149258,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T1_paired_difference.jpeg,1,13.307
4149258,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T1_paired_difference.jpeg,1,7.084
4149258,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T4_paired_difference.jpeg,0,19.601
4149258,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T1_paired_difference.jpeg,1,18.308
4149258,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T2_paired_difference.jpeg,0,12.206
4149258,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T1_paired_difference.jpeg,1,3.358
4149258,25,17,4,17_double__1222110111201012_shape_set_17_T.jpeg,17_double__1222110111201012_shape_set_17_T1_minimal_difference.jpeg,1,19.151
4150642,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_paired_difference.jpeg,1,4.205
4150642,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_paired_difference.jpeg,1,3.327
4150642,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_paired_difference.jpeg,1,5.279
4150642,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_minimal_difference.jpeg,1,1.897
4150642,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_minimal_difference.jpeg,1,5.556
4150642,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T3_paired_difference.jpeg,0,27.146
4150642,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_paired_difference.jpeg,1,8.06
4150642,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_paired_difference.jpeg,1,2.13
4150642,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T3_minimal_difference.jpeg,0,26.033
4150642,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T2_paired_difference.jpeg,0,14.948
4150642,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_minimal_difference.jpeg,1,17.067
4150642,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T4_minimal_difference.jpeg,0,11.135
4150642,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_minimal_difference.jpeg,1,22.979
4150642,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T3_minimal_difference.jpeg,0,23.475
4150642,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T1_minimal_difference.jpeg,1,18.472
4150642,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_minimal_difference.jpeg,1,27.95
4150642,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T4_minimal_difference.jpeg,0,27.3
4151245,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_minimal_difference.jpeg,1,2.964
4151245,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_minimal_difference.jpeg,1,1.841
4151245,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_minimal_difference.jpeg,1,3.263
4151245,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,3.562
4151245,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_paired_difference.jpeg,1,2.814
4151245,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_paired_difference.jpeg,1,10.068
4151245,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_minimal_difference.jpeg,1,6.855
4151245,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_minimal_difference.jpeg,1,2.101
4151245,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T1_paired_difference.jpeg,1,11.351
4151245,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T1_minimal_difference.jpeg,1,8.101
4151245,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T3_paired_difference.jpeg,0,7.003
4151245,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_paired_difference.jpeg,1,9.32
4151245,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_minimal_difference.jpeg,1,10.285
4151245,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T1_paired_difference.jpeg,1,10.817
4151245,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T1_minimal_difference.jpeg,1,11.614
4151245,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T2_minimal_difference.jpeg,0,8.534
4151245,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T2_minimal_difference.jpeg,0,9.094
4151245,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T2_minimal_difference.jpeg,0,7.539
4151245,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T3_minimal_difference.jpeg,0,10.74
4151245,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T3_minimal_difference.jpeg,0,9.651
4151245,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T3_paired_difference.jpeg,0,2.562
4151245,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T4_minimal_difference.jpeg,0,11.157
4151245,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T2_paired_difference.jpeg,0,11.939
4151245,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T1_minimal_difference.jpeg,1,13.912
4151245,25,17,4,17_double__1222110111201012_shape_set_17_T.jpeg,17_double__1222110111201012_shape_set_17_T1_paired_difference.jpeg,1,8.562
4151245,26,23,4,23_grid_single__1110120212111121_shape_set_17_T.jpeg,23_grid_single__1110120212111121_shape_set_17_T4_minimal_difference.jpeg,0,14.154
4153125,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_paired_difference.jpeg,1,6.67
4153125,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_minimal_difference.jpeg,1,3.591
4153125,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_paired_difference.jpeg,1,4.996
4153125,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,4.63
4153125,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_paired_difference.jpeg,1,4.904
4153125,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_paired_difference.jpeg,1,7.358
4153125,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_paired_difference.jpeg,1,9.412
4153125,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_paired_difference.jpeg,1,3.542
4153125,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T2_paired_difference.jpeg,0,13.508
4153125,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T3_minimal_difference.jpeg,0,9.565
4153125,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_paired_difference.jpeg,1,11.437
4153125,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_paired_difference.jpeg,1,8.994
4153125,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_minimal_difference.jpeg,1,7.824
4153125,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T1_minimal_difference.jpeg,1,9.93
4153125,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T1_paired_difference.jpeg,1,12.023
4153125,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_minimal_difference.jpeg,1,14.289
4153125,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T4_paired_difference.jpeg,0,12.619
4153125,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T1_minimal_difference.jpeg,1,19.604
4153125,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T1_minimal_difference.jpeg,1,17.739
4153125,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T2_minimal_difference.jpeg,0,9.997
4153125,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T1_minimal_difference.jpeg,1,9.158
4153125,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T2_minimal_difference.jpeg,0,20.391
4154263,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_minimal_difference.jpeg,1,3.483
4154263,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_paired_difference.jpeg,1,1.921
4154263,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_paired_difference.jpeg,1,3.669
4154263,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,3.771
4154263,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_minimal_difference.jpeg,1,5.227
4154263,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_minimal_difference.jpeg,1,5.493
4154263,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T3_paired_difference.jpeg,0,5.223
4154263,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_minimal_difference.jpeg,1,3.058
4154263,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T1_paired_difference.jpeg,1,7.327
4154263,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T2_paired_difference.jpeg,0,4.789
4154263,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_minimal_difference.jpeg,1,7.776
4154263,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T4_minimal_difference.jpeg,0,11.421
4154263,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_paired_difference.jpeg,1,9.356
4154263,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T1_paired_difference.jpeg,1,10.858
4154263,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T3_minimal_difference.jpeg,0,9.873
4154263,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_paired_difference.jpeg,1,12.431
4154263,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T1_paired_difference.jpeg,1,11.401
4154263,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T4_minimal_difference.jpeg,0,8.059
4154263,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T1_minimal_difference.jpeg,1,14.061
4154263,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T4_minimal_difference.jpeg,0,16.621
4154263,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T2_minimal_difference.jpeg,0,10.791
4154263,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T1_paired_difference.jpeg,1,10.823
4154263,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T1_minimal_difference.jpeg,1,13.818
4154263,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T1_paired_difference.jpeg,1,8.089
4154263,25,17,4,17_double__1222110111201012_shape_set_17_T.jpeg,17_double__1222110111201012_shape_set_17_T1_minimal_difference.jpeg,1,12.811
4159852,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_minimal_difference.jpeg,1,4.926
4159852,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_minimal_difference.jpeg,1,4.147
4159852,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_paired_difference.jpeg,1,7.932
4159852,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_minimal_difference.jpeg,1,5.057
4159852,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_paired_difference.jpeg,1,7.615
4159852,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_paired_difference.jpeg,1,11.78
4159852,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_minimal_difference.jpeg,1,8.059
4159852,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_minimal_difference.jpeg,1,3.822
4159852,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T2_paired_difference.jpeg,0,20.323
4159852,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T3_minimal_difference.jpeg,0,14.107
4159852,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_paired_difference.jpeg,1,10.863
4159852,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_minimal_difference.jpeg,1,13.384
4159852,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_minimal_difference.jpeg,1,15.166
4159852,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T1_minimal_difference.jpeg,1,21.855
4159852,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T1_minimal_difference.jpeg,1,16.124
4159852,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_paired_difference.jpeg,1,25.556
